Date,Day_of_Week,Month,Quarter,Symbol,Company_Name,Sector,Market_Cap_Category,Sentiment_Score,Sentiment_Category,Confidence_Score,Primary_Market_Factor,News_Volume,Social_Media_Mentions,Analyst_Coverage,Price_Change_Percent,Volume_Change_Percent,Market_Volatility_Index,Sector_Performance
2025-06-16,Monday,June,Q2,BIOCON.NSE,Biocon Ltd,Pharmaceuticals,Mid Cap,0.109,Neutral,0.465,Regulatory News,14,203,6,1.14,-9.78,15.16,0.87
2025-06-16,Monday,June,Q2,BOSCHLTD.NSE,Bosch Ltd,Auto Components,Mid Cap,0.293,Positive,0.576,Corporate Announcements,12,398,6,-0.48,6.67,15.16,-0.76
2025-06-16,Monday,June,Q2,CADILAHC.NSE,Cadila Healthcare Ltd,Pharmaceuticals,Mid Cap,-0.5,Negative,0.7,US FDA Approvals,17,608,13,-0.55,12.3,15.16,0.2
2025-06-16,Monday,June,Q2,CANFINHOME.NSE,Can Fin Homes Ltd,Financial Services,Mid Cap,0.026,Neutral,0.415,Technical Breakout,5,262,14,-0.5,-2.85,15.16,0.97
2025-06-16,Monday,June,Q2,COFORGE.NSE,Coforge Ltd,IT Services,Mid Cap,0.593,Positive,0.756,Regulatory News,14,702,15,2.87,8.55,15.16,-0.42
2025-06-16,Monday,June,Q2,COLPAL.NSE,Colgate-Palmolive India Ltd,FMCG,Mid Cap,-0.579,Negative,0.748,Currency Fluctuation,7,284,10,-1.32,8.45,15.16,0.79
2025-06-16,Monday,June,Q2,CROMPTON.NSE,Crompton Greaves Consumer Electricals Ltd,Electricals,Mid Cap,0.094,Neutral,0.456,Technical Breakout,11,422,6,0.82,-8.28,15.16,1.09
2025-06-16,Monday,June,Q2,DABUR.NSE,Dabur India Ltd,FMCG,Mid Cap,0.581,Positive,0.749,Rural Demand,10,254,8,1.42,28.27,15.16,0.0
2025-06-16,Monday,June,Q2,DIXON.NSE,Dixon Technologies India Ltd,Electronics,Mid Cap,-0.572,Negative,0.743,Trade War Concerns,14,259,14,-0.68,24.95,15.16,0.11
2025-06-16,Monday,June,Q2,DLF.NSE,DLF Ltd,Real Estate,Mid Cap,-0.07,Neutral,0.442,Regulatory Changes,14,365,14,-0.7,-5.2,15.16,1.14
2025-06-16,Monday,June,Q2,FEDERALBNK.NSE,Federal Bank Ltd,Banking,Mid Cap,0.536,Positive,0.721,NPA Concerns,9,518,11,2.27,-1.6,15.16,1.47
2025-06-16,Monday,June,Q2,GAIL.NSE,GAIL India Ltd,Oil & Gas,Mid Cap,-0.665,Negative,0.799,Oil Price Movement,9,504,8,-3.33,6.77,15.16,0.37
2025-06-16,Monday,June,Q2,GLENMARK.NSE,Glenmark Pharmaceuticals Ltd,Pharmaceuticals,Mid Cap,0.075,Neutral,0.445,Earnings Growth,8,509,10,-1.53,-9.57,15.16,1.48
2025-06-16,Monday,June,Q2,GODREJPROP.NSE,Godrej Properties Ltd,Real Estate,Mid Cap,0.452,Positive,0.671,Regulatory Changes,14,580,10,-0.11,13.09,15.16,0.05
2025-06-16,Monday,June,Q2,HAVELLS.NSE,Havells India Ltd,Electricals,Mid Cap,-0.381,Negative,0.629,Currency Fluctuation,14,573,8,-0.48,-5.39,15.16,0.79
2025-06-16,Monday,June,Q2,IDFCFIRSTB.NSE,IDFC First Bank Ltd,Banking,Mid Cap,0.097,Neutral,0.458,Market Rally,6,357,6,-0.47,13.78,15.16,0.82
2025-06-16,Monday,June,Q2,INOXLEISUR.NSE,INOX Leisure Ltd,Entertainment,Mid Cap,0.54,Positive,0.724,Earnings Growth,13,497,8,0.51,11.74,15.16,-0.08
2025-06-16,Monday,June,Q2,JINDALSTEL.NSE,Jindal Steel & Power Ltd,Metals,Mid Cap,-0.655,Negative,0.793,Corporate Announcements,15,664,9,-2.44,13.02,15.16,-0.09
2025-06-16,Monday,June,Q2,LTTS.NSE,L&T Technology Services Ltd,IT Services,Mid Cap,0.014,Neutral,0.409,Earnings Growth,8,312,13,0.04,-1.88,15.16,1.49
2025-06-16,Monday,June,Q2,LUPIN.NSE,Lupin Ltd,Pharmaceuticals,Mid Cap,0.502,Positive,0.701,Inflation Data,15,548,12,2.39,7.18,15.16,-0.23
2025-06-16,Monday,June,Q2,MARICO.NSE,Marico Ltd,FMCG,Mid Cap,-0.372,Negative,0.623,Monsoon Impact,6,203,14,-2.53,19.48,15.16,0.5
2025-06-16,Monday,June,Q2,MCDOWELL-N.NSE,United Spirits Ltd,Beverages,Mid Cap,0.054,Neutral,0.433,GDP Data,9,190,7,-1.63,-12.34,15.16,0.98
2025-06-16,Monday,June,Q2,MINDTREE.NSE,Mindtree Ltd,IT Services,Mid Cap,0.596,Positive,0.758,Market Rally,12,769,10,1.86,23.03,15.16,-0.89
2025-06-16,Monday,June,Q2,MOTHERSON.NSE,Motherson Sumi Systems Ltd,Auto Components,Mid Cap,-0.624,Negative,0.774,Global Cues,13,469,6,-2.87,1.69,15.16,-0.18
2025-06-16,Monday,June,Q2,MPHASIS.NSE,Mphasis Ltd,IT Services,Mid Cap,0.084,Neutral,0.451,Currency Fluctuation,12,207,7,0.77,10.04,15.16,1.19
2025-06-16,Monday,June,Q2,NMDC.NSE,NMDC Ltd,Mining,Mid Cap,0.397,Positive,0.638,Rate Cut Expectations,7,463,7,2.63,4.33,15.16,-0.33
2025-06-16,Monday,June,Q2,PAGEIND.NSE,Page Industries Ltd,Textiles,Mid Cap,-0.613,Negative,0.768,Inflation Data,14,404,13,-2.5,14.51,15.16,-0.51
2025-06-16,Monday,June,Q2,PERSISTENT.NSE,Persistent Systems Ltd,IT Services,Mid Cap,0.163,Neutral,0.498,Market Rally,15,512,6,0.78,-10.48,15.16,-0.3
2025-06-16,Monday,June,Q2,PNB.NSE,Punjab National Bank,Banking,Mid Cap,0.68,Positive,0.808,NPA Concerns,18,782,7,0.29,8.5,15.16,1.93
2025-06-16,Monday,June,Q2,POLYCAB.NSE,Polycab India Ltd,Cables,Mid Cap,-0.429,Negative,0.657,Earnings Growth,15,586,10,-1.36,-1.7,15.16,0.76
2025-06-16,Monday,June,Q2,PVR.NSE,PVR Ltd,Entertainment,Mid Cap,-0.089,Neutral,0.453,Corporate Announcements,6,565,9,0.56,15.67,15.16,-1.24
2025-06-16,Monday,June,Q2,RELAXO.NSE,Relaxo Footwears Ltd,Footwear,Mid Cap,0.521,Positive,0.713,Regulatory News,9,286,8,2.67,14.36,15.16,0.82
2025-06-16,Monday,June,Q2,SAIL.NSE,Steel Authority of India Ltd,Metals,Mid Cap,-0.437,Negative,0.662,Global Demand,15,712,6,-0.74,13.97,15.16,1.69
2025-06-16,Monday,June,Q2,SIEMENS.NSE,Siemens Ltd,Industrials,Mid Cap,0.144,Neutral,0.486,FII Flows,8,548,9,0.57,-9.77,15.16,0.05
2025-06-16,Monday,June,Q2,SRF.NSE,SRF Ltd,Chemicals,Mid Cap,0.49,Positive,0.694,Oil Price Movement,9,282,11,0.36,21.2,15.16,-0.34
2025-06-16,Monday,June,Q2,TORNTPHARM.NSE,Torrent Pharmaceuticals Ltd,Pharmaceuticals,Mid Cap,-0.587,Negative,0.752,US FDA Approvals,15,515,13,-1.76,28.19,15.16,1.13
2025-06-16,Monday,June,Q2,TRENT.NSE,Trent Ltd,Retail,Mid Cap,-0.178,Neutral,0.507,Trade War Concerns,14,214,8,-0.55,-8.58,15.16,-0.48
2025-06-16,Monday,June,Q2,VEDL.NSE,Vedanta Ltd,Metals,Mid Cap,0.472,Positive,0.683,China PMI,14,288,9,0.65,25.82,15.16,0.5
2025-06-16,Monday,June,Q2,VIPIND.NSE,VIP Industries Ltd,Consumer Goods,Mid Cap,-0.726,Negative,0.835,Sector Rotation,19,562,15,-3.44,13.3,15.16,0.58
2025-06-16,Monday,June,Q2,VOLTAS.NSE,Voltas Ltd,Consumer Goods,Mid Cap,-0.158,Neutral,0.495,Earnings Growth,10,348,14,0.73,-7.96,15.16,0.77
2025-06-16,Monday,June,Q2,WHIRLPOOL.NSE,Whirlpool of India Ltd,Consumer Goods,Mid Cap,0.402,Positive,0.641,Regulatory News,7,416,14,0.86,8.76,15.16,0.9
2025-06-16,Monday,June,Q2,ASTRAL.NSE,Astral Ltd,Building Materials,Mid Cap,-0.361,Negative,0.616,Monsoon Impact,13,547,14,-2.92,-4.1,15.16,0.29
2025-06-16,Monday,June,Q2,BALKRISIND.NSE,Balkrishna Industries Ltd,Tyres,Mid Cap,-0.165,Neutral,0.499,Global Cues,7,481,7,-0.21,-10.88,15.16,-0.04
2025-06-16,Monday,June,Q2,CUMMINSIND.NSE,Cummins India Ltd,Auto Components,Mid Cap,0.415,Positive,0.649,Sector Rotation,8,488,9,2.22,20.99,15.16,0.5
2025-06-16,Monday,June,Q2,EXIDEIND.NSE,Exide Industries Ltd,Batteries,Mid Cap,-0.446,Negative,0.668,Monsoon Impact,13,229,13,-0.5,23.46,15.16,-0.01
2025-06-16,Monday,June,Q2,HONAUT.NSE,Honeywell Automation India Ltd,Industrials,Mid Cap,-0.053,Neutral,0.432,Inflation Data,6,338,9,0.37,14.48,15.16,0.12
2025-06-16,Monday,June,Q2,IPCALAB.NSE,IPCA Laboratories Ltd,Pharmaceuticals,Mid Cap,0.452,Positive,0.671,Regulatory News,14,405,6,0.77,5.8,15.16,0.81
2025-06-16,Monday,June,Q2,LICHSGFIN.NSE,LIC Housing Finance Ltd,Financial Services,Mid Cap,-0.429,Negative,0.658,Monsoon Impact,9,566,10,-1.75,11.83,15.16,1.56
2025-06-16,Monday,June,Q2,MAXHEALTH.NSE,Max Healthcare Institute Ltd,Healthcare,Mid Cap,0.117,Neutral,0.47,GDP Data,6,497,12,0.4,-2.23,15.16,0.86
2025-06-17,Tuesday,June,Q2,ADANIENT.NSE,Adani Enterprises Ltd,Conglomerates,Large Cap,0.383,Positive,0.63,Monsoon Impact,26,770,12,1.55,2.72,18.75,0.53
2025-06-17,Tuesday,June,Q2,ADANIPORTS.NSE,Adani Ports & SEZ Ltd,Transportation,Large Cap,-0.581,Negative,0.749,Earnings Growth,17,1064,18,0.25,6.86,18.75,0.73
2025-06-17,Tuesday,June,Q2,APOLLOHOSP.NSE,Apollo Hospitals Enterprise Ltd,Healthcare,Large Cap,-0.126,Neutral,0.475,Regulatory News,19,535,21,-1.57,-6.2,18.75,1.63
2025-06-17,Tuesday,June,Q2,ASIANPAINT.NSE,Asian Paints Ltd,Chemicals,Large Cap,0.558,Positive,0.735,FII Flows,32,946,25,3.64,11.0,18.75,-0.33
2025-06-17,Tuesday,June,Q2,AXISBANK.NSE,Axis Bank Ltd,Banking,Large Cap,-0.493,Negative,0.696,Credit Growth,17,772,24,-0.72,1.22,18.75,1.12
2025-06-17,Tuesday,June,Q2,BAJAJ-AUTO.NSE,Bajaj Auto Ltd,Automobiles,Large Cap,0.114,Neutral,0.468,Monsoon Impact,17,426,22,-1.12,-5.14,18.75,-0.49
2025-06-17,Tuesday,June,Q2,BAJFINANCE.NSE,Bajaj Finance Ltd,Financial Services,Large Cap,0.75,Positive,0.85,Market Rally,19,573,23,1.51,5.01,18.75,1.65
2025-06-17,Tuesday,June,Q2,BHARTIARTL.NSE,Bharti Airtel Ltd,Telecommunications,Large Cap,-0.639,Negative,0.783,Technical Breakout,28,440,15,-0.97,7.84,18.75,0.96
2025-06-17,Tuesday,June,Q2,BPCL.NSE,Bharat Petroleum Corporation Ltd,Oil & Gas,Large Cap,0.053,Neutral,0.432,Rate Cut Expectations,14,453,19,-0.25,11.73,18.75,0.53
2025-06-17,Tuesday,June,Q2,BRITANNIA.NSE,Britannia Industries Ltd,FMCG,Large Cap,0.547,Positive,0.728,Rural Demand,33,1217,19,2.72,27.16,18.75,0.45
2025-06-17,Tuesday,June,Q2,CIPLA.NSE,Cipla Ltd,Pharmaceuticals,Large Cap,-0.388,Negative,0.633,Corporate Announcements,24,629,23,-1.66,-0.13,18.75,1.28
2025-06-17,Tuesday,June,Q2,COALINDIA.NSE,Coal India Ltd,Mining,Large Cap,0.013,Neutral,0.408,Regulatory News,26,934,12,-1.49,3.91,18.75,-0.37
2025-06-17,Tuesday,June,Q2,DIVISLAB.NSE,Divi's Laboratories Ltd,Pharmaceuticals,Large Cap,0.379,Positive,0.627,Sector Rotation,22,1266,23,2.9,3.33,18.75,0.36
2025-06-17,Tuesday,June,Q2,DMART.NSE,Avenue Supermarts Ltd,Retail,Large Cap,-0.478,Negative,0.687,Market Rally,31,1315,18,-0.58,11.42,18.75,1.08
2025-06-17,Tuesday,June,Q2,DRREDDY.NSE,Dr. Reddy's Laboratories Ltd,Pharmaceuticals,Large Cap,0.158,Neutral,0.495,Generic Competition,11,343,19,1.22,8.98,18.75,0.86
2025-06-17,Tuesday,June,Q2,EICHERMOT.NSE,Eicher Motors Ltd,Automobiles,Large Cap,0.34,Positive,0.604,Rural Demand,30,765,18,1.52,9.72,18.75,-0.06
2025-06-17,Tuesday,June,Q2,GODREJCP.NSE,Godrej Consumer Products Ltd,FMCG,Large Cap,-0.585,Negative,0.751,Rural Demand,21,960,14,-1.41,21.01,18.75,-0.78
2025-06-17,Tuesday,June,Q2,GRASIM.NSE,Grasim Industries Ltd,Textiles,Large Cap,-0.096,Neutral,0.458,Currency Fluctuation,22,541,15,0.28,0.92,18.75,-1.06
2025-06-17,Tuesday,June,Q2,HCLTECH.NSE,HCL Technologies Ltd,IT Services,Large Cap,0.493,Positive,0.696,Monsoon Impact,30,601,17,1.2,17.95,18.75,0.66
2025-06-17,Tuesday,June,Q2,HDFCBANK.NSE,HDFC Bank Ltd,Banking,Large Cap,-0.484,Negative,0.691,Credit Growth,22,436,24,-2.77,26.54,18.75,1.81
2025-06-17,Tuesday,June,Q2,HEROMOTOCO.NSE,Hero MotoCorp Ltd,Automobiles,Large Cap,-0.036,Neutral,0.422,Rural Demand,20,594,22,-1.38,13.01,18.75,-0.14
2025-06-17,Tuesday,June,Q2,HINDALCO.NSE,Hindalco Industries Ltd,Metals,Large Cap,0.403,Positive,0.642,Infrastructure Spending,14,428,14,1.23,11.35,18.75,1.1
2025-06-17,Tuesday,June,Q2,HINDUNILVR.NSE,Hindustan Unilever Ltd,FMCG,Large Cap,-0.608,Negative,0.765,Rural Demand,30,925,21,-1.06,8.71,18.75,0.55
2025-06-17,Tuesday,June,Q2,ICICIBANK.NSE,ICICI Bank Ltd,Banking,Large Cap,0.05,Neutral,0.43,NPA Concerns,12,593,20,-2.66,2.32,18.75,1.47
2025-06-17,Tuesday,June,Q2,INDUSINDBK.NSE,IndusInd Bank Ltd,Banking,Large Cap,0.74,Positive,0.844,NPA Concerns,33,1493,22,0.54,30.85,18.75,0.63
2025-06-17,Tuesday,June,Q2,INFY.NSE,Infosys Ltd,IT Services,Large Cap,-0.399,Negative,0.64,Global Cues,17,1153,19,-0.89,1.55,18.75,-0.56
2025-06-17,Tuesday,June,Q2,ITC.NSE,ITC Ltd,FMCG,Large Cap,0.022,Neutral,0.413,Input Cost Inflation,14,507,14,4.31,0.61,18.75,0.71
2025-06-17,Tuesday,June,Q2,JSWSTEEL.NSE,JSW Steel Ltd,Metals,Large Cap,0.514,Positive,0.709,Infrastructure Spending,14,1128,12,1.28,-1.57,18.75,0.56
2025-06-17,Tuesday,June,Q2,KOTAKBANK.NSE,Kotak Mahindra Bank Ltd,Banking,Large Cap,-0.376,Negative,0.625,NPA Concerns,21,562,14,-2.78,23.19,18.75,1.49
2025-06-17,Tuesday,June,Q2,LT.NSE,Larsen & Toubro Ltd,Construction,Large Cap,-0.077,Neutral,0.446,Trade War Concerns,23,791,13,-0.71,-0.9,18.75,0.84
2025-06-17,Tuesday,June,Q2,LTIM.NSE,LTIMindtree Ltd,IT Services,Large Cap,0.598,Positive,0.759,Currency Fluctuation,21,734,22,2.53,29.54,18.75,-0.53
2025-06-17,Tuesday,June,Q2,MARUTI.NSE,Maruti Suzuki India Ltd,Automobiles,Large Cap,-0.529,Negative,0.718,Rural Demand,14,738,17,-1.58,4.46,18.75,-0.78
2025-06-17,Tuesday,June,Q2,NESTLEIND.NSE,Nestle India Ltd,FMCG,Large Cap,-0.036,Neutral,0.422,Earnings Growth,11,682,16,0.54,15.41,18.75,-0.37
2025-06-17,Tuesday,June,Q2,NTPC.NSE,NTPC Ltd,Power,Large Cap,0.586,Positive,0.751,Monsoon Impact,16,705,19,-0.62,3.06,18.75,0.45
2025-06-17,Tuesday,June,Q2,ONGC.NSE,Oil & Natural Gas Corporation Ltd,Oil & Gas,Large Cap,-0.597,Negative,0.758,Oil Price Movement,22,507,19,-0.83,5.39,18.75,1.93
2025-06-17,Tuesday,June,Q2,PIDILITIND.NSE,Pidilite Industries Ltd,Chemicals,Large Cap,0.035,Neutral,0.421,Corporate Announcements,15,555,20,0.07,-8.84,18.75,0.96
2025-06-17,Tuesday,June,Q2,POWERGRID.NSE,Power Grid Corporation of India Ltd,Power,Large Cap,0.703,Positive,0.822,FII Flows,17,646,25,3.33,27.5,18.75,-0.23
2025-06-17,Tuesday,June,Q2,RELIANCE.NSE,Reliance Industries Ltd,Oil & Gas,Large Cap,-0.619,Negative,0.771,GDP Data,23,658,17,-1.91,8.82,18.75,0.35
2025-06-17,Tuesday,June,Q2,SBIN.NSE,State Bank of India,Banking,Large Cap,-0.045,Neutral,0.427,Monsoon Impact,12,878,12,-0.28,14.98,18.75,0.64
2025-06-17,Tuesday,June,Q2,SHREECEM.NSE,Shree Cement Ltd,Cement,Large Cap,0.563,Positive,0.738,Technical Breakout,26,1136,22,3.54,27.29,18.75,0.29
2025-06-17,Tuesday,June,Q2,SUNPHARMA.NSE,Sun Pharmaceutical Industries Ltd,Pharmaceuticals,Large Cap,-0.566,Negative,0.74,Generic Competition,27,1175,23,2.37,18.43,18.75,-0.16
2025-06-17,Tuesday,June,Q2,TATACONSUM.NSE,Tata Consumer Products Ltd,FMCG,Large Cap,-0.121,Neutral,0.473,Rural Demand,17,528,24,-0.95,-10.35,18.75,0.47
2025-06-17,Tuesday,June,Q2,TATAMOTORS.NSE,Tata Motors Ltd,Automobiles,Large Cap,0.282,Positive,0.569,Monsoon Impact,28,918,17,2.38,19.83,18.75,-1.56
2025-06-17,Tuesday,June,Q2,TATASTEEL.NSE,Tata Steel Ltd,Metals,Large Cap,-0.574,Negative,0.745,Global Demand,26,992,19,-0.33,21.9,18.75,-0.39
2025-06-17,Tuesday,June,Q2,TCS.NSE,Tata Consultancy Services Ltd,IT Services,Large Cap,-0.192,Neutral,0.515,Digital Transformation,25,1067,20,-2.33,19.55,18.75,0.98
2025-06-17,Tuesday,June,Q2,TECHM.NSE,Tech Mahindra Ltd,IT Services,Large Cap,0.553,Positive,0.732,Monsoon Impact,17,1131,20,1.13,16.53,18.75,1.47
2025-06-17,Tuesday,June,Q2,TITAN.NSE,Titan Company Ltd,Consumer Goods,Large Cap,-0.351,Negative,0.611,Technical Breakout,27,705,24,-3.1,5.52,18.75,0.84
2025-06-17,Tuesday,June,Q2,ULTRACEMCO.NSE,UltraTech Cement Ltd,Cement,Large Cap,0.02,Neutral,0.412,Corporate Announcements,19,599,22,1.47,8.59,18.75,1.59
2025-06-17,Tuesday,June,Q2,UPL.NSE,UPL Ltd,Chemicals,Large Cap,0.689,Positive,0.813,Technical Breakout,25,1358,15,0.09,18.09,18.75,-0.2
2025-06-17,Tuesday,June,Q2,WIPRO.NSE,Wipro Ltd,IT Services,Large Cap,-0.481,Negative,0.689,Currency Fluctuation,21,958,25,-3.14,16.6,18.75,-1.14
2025-06-17,Tuesday,June,Q2,ACC.NSE,ACC Ltd,Cement,Large Cap,0.054,Neutral,0.432,Sector Rotation,13,905,21,-1.57,-2.13,18.75,0.65
2025-06-17,Tuesday,June,Q2,ABCAPITAL.NSE,Aditya Birla Capital Ltd,Financial Services,Large Cap,0.583,Positive,0.75,Global Cues,18,1112,19,3.27,15.56,18.75,0.67
2025-06-17,Tuesday,June,Q2,ABFRL.NSE,Aditya Birla Fashion and Retail Ltd,Textiles,Large Cap,-0.589,Negative,0.754,Inflation Data,30,1103,25,-2.66,15.63,18.75,0.53
2025-06-17,Tuesday,June,Q2,IRCTC.NSE,Indian Railway Catering and Tourism Corporation Ltd,Transportation,Large Cap,-0.11,Neutral,0.466,Sector Rotation,26,332,15,-2.18,-5.91,18.75,-0.09
2025-06-17,Tuesday,June,Q2,MINDAIND.NSE,Minda Industries Ltd,Auto Components,Large Cap,0.466,Positive,0.679,FII Flows,27,1035,15,0.43,17.98,18.75,-1.78
2025-06-17,Tuesday,June,Q2,NYKAA.NSE,Nykaa Ltd,E-commerce,Large Cap,-0.673,Negative,0.804,Trade War Concerns,24,629,14,-0.57,6.93,18.75,-0.79
2025-06-17,Tuesday,June,Q2,PAYTM.NSE,One 97 Communications Ltd,Fintech,Large Cap,-0.135,Neutral,0.481,Sector Rotation,18,372,12,-3.15,6.62,18.75,0.79
2025-06-17,Tuesday,June,Q2,POLICYBZR.NSE,PB Fintech Ltd,Financial Services,Large Cap,0.616,Positive,0.77,Market Rally,30,1436,18,2.28,24.29,18.75,1.02
2025-06-17,Tuesday,June,Q2,STAR.NSE,Strides Pharma Science Ltd,Pharmaceuticals,Large Cap,-0.627,Negative,0.776,US FDA Approvals,24,631,15,-0.42,20.45,18.75,0.6
2025-06-17,Tuesday,June,Q2,ZOMATO.NSE,Zomato Ltd,Food Tech,Large Cap,-0.124,Neutral,0.474,Regulatory News,22,393,12,-0.51,1.4,18.75,0.8
2025-06-17,Tuesday,June,Q2,ALKEM.NSE,Alkem Laboratories Ltd,Pharmaceuticals,Mid Cap,0.572,Positive,0.743,Regulatory News,16,452,7,0.38,0.67,18.75,0.15
2025-06-17,Tuesday,June,Q2,AMBER.NSE,Amber Enterprises India Ltd,Consumer Goods,Mid Cap,-0.576,Negative,0.746,Sector Rotation,11,673,12,-2.43,19.54,18.75,0.59
2025-06-17,Tuesday,June,Q2,AUBANK.NSE,AU Small Finance Bank Ltd,Banking,Mid Cap,0.045,Neutral,0.427,GDP Data,9,482,9,-0.09,-0.36,18.75,0.71
2025-06-17,Tuesday,June,Q2,AUROPHARMA.NSE,Aurobindo Pharma Ltd,Pharmaceuticals,Mid Cap,0.513,Positive,0.708,FII Flows,9,236,10,2.11,24.86,18.75,1.69
2025-06-17,Tuesday,June,Q2,BANDHANBNK.NSE,Bandhan Bank Ltd,Banking,Mid Cap,-0.741,Negative,0.845,Credit Growth,15,809,10,-1.33,6.24,18.75,1.56
2025-06-17,Tuesday,June,Q2,BANKBARODA.NSE,Bank of Baroda,Banking,Mid Cap,0.04,Neutral,0.424,Rate Cut Expectations,8,358,11,-1.89,5.87,18.75,0.54
2025-06-17,Tuesday,June,Q2,BATAINDIA.NSE,Bata India Ltd,Consumer Goods,Mid Cap,0.381,Positive,0.629,Sector Rotation,11,232,14,0.19,13.24,18.75,-0.2
2025-06-17,Tuesday,June,Q2,BERGEPAINT.NSE,Berger Paints India Ltd,Chemicals,Mid Cap,-0.596,Negative,0.757,Technical Breakout,9,610,11,-0.9,16.72,18.75,-0.13
2025-06-17,Tuesday,June,Q2,BIOCON.NSE,Biocon Ltd,Pharmaceuticals,Mid Cap,0.096,Neutral,0.458,US FDA Approvals,8,257,9,1.25,-8.63,18.75,-0.1
2025-06-17,Tuesday,June,Q2,BOSCHLTD.NSE,Bosch Ltd,Auto Components,Mid Cap,0.42,Positive,0.652,Global Cues,12,514,13,3.02,0.01,18.75,-0.98
2025-06-17,Tuesday,June,Q2,CADILAHC.NSE,Cadila Healthcare Ltd,Pharmaceuticals,Mid Cap,-0.508,Negative,0.705,US FDA Approvals,8,372,15,-1.69,-1.41,18.75,-0.12
2025-06-17,Tuesday,June,Q2,CANFINHOME.NSE,Can Fin Homes Ltd,Financial Services,Mid Cap,0.126,Neutral,0.475,Trade War Concerns,10,460,10,0.26,14.4,18.75,0.85
2025-06-17,Tuesday,June,Q2,COFORGE.NSE,Coforge Ltd,IT Services,Mid Cap,0.622,Positive,0.773,Digital Transformation,10,288,13,1.65,16.24,18.75,-0.85
2025-06-17,Tuesday,June,Q2,COLPAL.NSE,Colgate-Palmolive India Ltd,FMCG,Mid Cap,-0.462,Negative,0.677,Earnings Growth,13,567,14,-0.83,17.31,18.75,0.85
2025-06-17,Tuesday,June,Q2,CROMPTON.NSE,Crompton Greaves Consumer Electricals Ltd,Electricals,Mid Cap,-0.004,Neutral,0.402,Regulatory News,6,450,11,-0.54,9.04,18.75,1.08
2025-06-17,Tuesday,June,Q2,DABUR.NSE,Dabur India Ltd,FMCG,Mid Cap,0.378,Positive,0.627,Rural Demand,7,531,9,2.87,3.45,18.75,-0.72
2025-06-17,Tuesday,June,Q2,DIXON.NSE,Dixon Technologies India Ltd,Electronics,Mid Cap,-0.559,Negative,0.736,Global Cues,10,703,10,-3.04,25.85,18.75,0.44
2025-06-17,Tuesday,June,Q2,DLF.NSE,DLF Ltd,Real Estate,Mid Cap,-0.216,Negative,0.53,Rate Cut Expectations,9,450,11,0.77,1.3,18.75,0.89
2025-06-17,Tuesday,June,Q2,FEDERALBNK.NSE,Federal Bank Ltd,Banking,Mid Cap,0.577,Positive,0.746,Market Rally,9,739,13,0.75,11.09,18.75,1.41
2025-06-17,Tuesday,June,Q2,GAIL.NSE,GAIL India Ltd,Oil & Gas,Mid Cap,-0.641,Negative,0.785,Refining Margins,11,661,6,-2.4,3.06,18.75,0.48
2025-06-17,Tuesday,June,Q2,GLENMARK.NSE,Glenmark Pharmaceuticals Ltd,Pharmaceuticals,Mid Cap,0.004,Neutral,0.402,Generic Competition,11,419,8,1.43,-11.56,18.75,0.05
2025-06-17,Tuesday,June,Q2,GODREJPROP.NSE,Godrej Properties Ltd,Real Estate,Mid Cap,0.408,Positive,0.645,Rate Cut Expectations,15,264,13,1.73,15.35,18.75,0.04
2025-06-17,Tuesday,June,Q2,HAVELLS.NSE,Havells India Ltd,Electricals,Mid Cap,-0.762,Negative,0.857,Corporate Announcements,17,269,7,-1.31,33.88,18.75,0.29
2025-06-17,Tuesday,June,Q2,IDFCFIRSTB.NSE,IDFC First Bank Ltd,Banking,Mid Cap,-0.156,Neutral,0.493,Global Cues,13,205,7,0.13,0.72,18.75,1.65
2025-06-17,Tuesday,June,Q2,INOXLEISUR.NSE,INOX Leisure Ltd,Entertainment,Mid Cap,0.394,Positive,0.636,Rate Cut Expectations,14,303,6,2.1,-1.0,18.75,-0.98
2025-06-17,Tuesday,June,Q2,JINDALSTEL.NSE,Jindal Steel & Power Ltd,Metals,Mid Cap,-0.509,Negative,0.705,Inflation Data,12,632,9,-1.42,26.99,18.75,0.11
2025-06-17,Tuesday,June,Q2,LTTS.NSE,L&T Technology Services Ltd,IT Services,Mid Cap,-0.144,Neutral,0.487,Currency Fluctuation,11,422,7,0.08,-2.54,18.75,-0.31
2025-06-17,Tuesday,June,Q2,LUPIN.NSE,Lupin Ltd,Pharmaceuticals,Mid Cap,0.535,Positive,0.721,Technical Breakout,14,337,8,2.41,8.9,18.75,-0.41
2025-06-17,Tuesday,June,Q2,MARICO.NSE,Marico Ltd,FMCG,Mid Cap,-0.313,Negative,0.588,Volume Growth,11,436,8,-0.43,-5.96,18.75,1.16
2025-06-17,Tuesday,June,Q2,MCDOWELL-N.NSE,United Spirits Ltd,Beverages,Mid Cap,-0.051,Neutral,0.431,Monsoon Impact,13,541,10,-0.61,7.35,18.75,-0.07
2025-06-17,Tuesday,June,Q2,MINDTREE.NSE,Mindtree Ltd,IT Services,Mid Cap,0.572,Positive,0.743,Currency Fluctuation,13,476,12,2.12,26.21,18.75,1.13
2025-06-17,Tuesday,June,Q2,MOTHERSON.NSE,Motherson Sumi Systems Ltd,Auto Components,Mid Cap,-0.626,Negative,0.775,Sector Rotation,18,253,10,0.17,27.93,18.75,-1.66
